N,PreN,PreNLength,NumGames,PctScore,DrawPct
13,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Na5 10.Bc2 c5 11.d4 Qc7 12.Nbd2 cxd4,115,1543,0.566104,0.469863
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Nb8,82,4254,0.557592,0.469205
11,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Nb8 10.d4 Nbd7,93,4011,0.558713,0.466716
12,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Nb8 10.d4 Nbd7 11.Nbd2 Bb7,105,3305,0.557791,0.478971
13,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Nb8 10.d4 Nbd7 11.Nbd2 Bb7 12.Bc2 Re8,116,2914,0.563315,0.482155
14,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Nb8 10.d4 Nbd7 11.Nbd2 Bb7 12.Bc2 Re8 13.Nf1 Bf8,127,2170,0.555069,0.476958
15,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Nb8 10.d4 Nbd7 11.Nbd2 Bb7 12.Bc2 Re8 13.Nf1 Bf8 14.Ng3 g6,137,1990,0.554773,0.469346
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Be7 6.Re1 b5 7.Bb3 d6 8.c3 0-0 9.h3 Re8,82,1012,0.545948,0.655138
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4,47,5675,0.563612,0.451982
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 b5,55,4925,0.570253,0.460304
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 b5 7.Bb3 d5,64,4884,0.56941,0.461916
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6,75,4756,0.569596,0.462573
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.0-0 Nxe4 6.d4 b5 7.Bb3 d5 8.dxe5 Be6 9.Nbd2 Nc5,86,1337,0.569184,0.493642
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 b5,44,2475,0.573333,0.34505
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 b5 6.Bb3 Bc5,54,1158,0.569084,0.336787
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 b5 6.Bb3 Be7,54,1214,0.573311,0.357495
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 d6,44,2643,0.526295,0.388951
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d3 d6 6.c3 g6,52,1236,0.510517,0.399676
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4 exd4,46,1424,0.51264,0.441011
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.d4 exd4 6.0-0 Be7,56,1284,0.508177,0.452492
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nf6 5.Qe2 b5,45,1233,0.528386,0.339821
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Ba4 Nge7,37,1787,0.494404,0.343033
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6,38,8833,0.52717,0.535152
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.0-0 Bg4,48,1598,0.551627,0.585106
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.0-0 Bg4 6.h3 h5,56,1212,0.555693,0.627887
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.0-0 f6,47,2496,0.554487,0.534455
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.0-0 f6 6.d4 exd4,57,1642,0.550852,0.552375
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.0-0 f6 6.d4 exd4 7.Nxd4 c5,67,1436,0.556406,0.547353
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 a6 4.Bxc6 dxc6 5.0-0 Qd6,48,1048,0.516221,0.458015
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.d3 fxe4,36,1328,0.529743,0.307981
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.d3 fxe4 5.dxe4 Nf6,47,1286,0.531104,0.311041
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 f5 4.Nc3 fxe4,37,1331,0.599924,0.391435
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4,38,12018,0.534614,0.615743
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6,47,7027,0.533869,0.589298
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.Bxc6 dxc6,59,5030,0.540357,0.533598
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5,70,4850,0.539484,0.535876
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5 8.Qxd8+ Kxd8,83,4735,0.542027,0.534107
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.Bxc6 dxc6 7.dxe5 Nf5 8.Qxd8+ Kxd8 9.Nc3 Ke8,93,1225,0.536734,0.573877
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.dxe5 Nxb5,59,1690,0.511242,0.785798
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.d4 Nd6 6.dxe5 Nxb5 7.a4 Nbd4,69,1500,0.517,0.826
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6,48,4080,0.533578,0.673529
7,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.Nxe5 Be7,59,3177,0.528328,0.702234
8,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5,70,2240,0.540848,0.737053
9,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5 8.Rxe5 0-0,81,2224,0.541142,0.735161
10,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.0-0 Nxe4 5.Re1 Nd6 6.Nxe5 Be7 7.Bf1 Nxe5 8.Rxe5 0-0 9.d4 Bf6,90,1382,0.535817,0.730101
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5,36,5610,0.543226,0.449732
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.Bxc6 dxc6,48,1943,0.545548,0.466289
6,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 Bc5 5.c3 0-0,45,1589,0.542479,0.453115
5,1.e4 e5 2.Nf3 Nc6 3.Bb5 Nf6 4.d3 d6,35,2176,0.560431,0.403952
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 Nf6,37,3898,0.531169,0.380964
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.0-0 Nf6 5.d3 d6,45,1875,0.526666,0.405866
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.b4 Bxb4,37,1077,0.487465,0.284122
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6,36,10169,0.53309,0.427573
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 0-0,45,1376,0.521438,0.420784
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 a6,44,1963,0.544574,0.453387
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d3 d6,44,3402,0.537477,0.404761
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4,46,2842,0.530436,0.456368
7,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.cxd4 Bb4+,58,1226,0.491843,0.577487
7,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5,54,1276,0.561128,0.399686
8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.c3 Nf6 5.d4 exd4 6.e5 d5 7.Bb5 Ne4,64,1092,0.561355,0.404761
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Bc5 4.d3 Nf6,36,3552,0.531109,0.372466
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5,36,5735,0.545248,0.364428
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.0-0 d6,45,1223,0.554783,0.388389
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Bc5 5.c3 d6,44,1309,0.54469,0.371275
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7,36,5688,0.554676,0.40014
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0,46,4020,0.55597,0.408955
7,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 Be7 5.0-0 0-0 6.Re1 d6,55,2278,0.555311,0.407374
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6,35,2619,0.518518,0.292478
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d3 h6 5.0-0 d6,44,1250,0.5268,0.3096
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.d4 exd4,37,1564,0.491048,0.36445
5,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5,36,2470,0.559919,0.266396
6,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5,47,2105,0.561282,0.276009
7,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+ c6,57,1769,0.559355,0.269643
8,1.e4 e5 2.Nf3 Nc6 3.Bc4 Nf6 4.Ng5 d5 5.exd5 Na5 6.Bb5+ c6 7.dxc6 bxc6,69,1767,0.559139,0.269383
5,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Bc4 Nf6,37,1857,0.498115,0.345718
5,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bb4+,39,1110,0.5509,0.384684
5,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5,38,6047,0.541508,0.399702
6,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6,48,1891,0.534108,0.410364
7,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Be3 Qf6 6.c3 Nge7,58,1602,0.538077,0.426966
6,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nb3 Bb6,48,1611,0.540347,0.33954
6,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Bc5 5.Nxc6 Qf6,49,1749,0.551743,0.465408
5,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6,38,7428,0.524771,0.429456
6,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nc3 Bb4,48,1358,0.519145,0.56701
7,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nc3 Bb4 6.Nxc6 bxc6,60,1339,0.51979,0.567587
6,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6,50,5935,0.526705,0.400336
7,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.e5 Qe7,59,4267,0.528239,0.397937
8,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.e5 Qe7 7.Qe2 Nd5,69,4247,0.527666,0.397927
9,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.e5 Qe7 7.Qe2 Nd5 8.c4 Ba6,78,1678,0.53665,0.411799
9,1.e4 e5 2.Nf3 Nc6 3.d4 exd4 4.Nxd4 Nf6 5.Nxc6 bxc6 6.e5 Qe7 7.Qe2 Nd5 8.c4 Nb6,78,1496,0.527406,0.40508
5,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4,37,2093,0.546344,0.470616
6,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Bb4 5.0-0 0-0,47,1830,0.540163,0.480327
5,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.Bb5 Nd4,37,1739,0.538527,0.520414
5,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4,37,5519,0.514948,0.562783
6,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4,48,4659,0.517814,0.595621
7,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6,60,4623,0.518278,0.593986
8,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 0-0,70,1316,0.501519,0.556231
9,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 0-0 8.0-0 d5,79,1012,0.499011,0.583003
8,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 d5,69,3160,0.527215,0.613291
9,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 d5 8.exd5 cxd5,81,1939,0.520371,0.624033
10,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 d5 8.exd5 cxd5 9.0-0 0-0,91,1801,0.521932,0.622987
11,1.e4 e5 2.Nf3 Nc6 3.Nc3 Nf6 4.d4 exd4 5.Nxd4 Bb4 6.Nxc6 bxc6 7.Bd3 d5 8.exd5 cxd5 9.0-0 0-0 10.Bg5 c6,101,1112,0.513039,0.630395
5,1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5,36,2957,0.582685,0.499154
6,1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Nd7,47,2103,0.574655,0.528292
7,1.e4 e5 2.Nf3 Nf6 3.d4 Nxe4 4.Bd3 d5 5.Nxe5 Nd7 6.Nxd7 Bxd7,59,1239,0.587974,0.539951
5,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4,38,15974,0.562914,0.583072
6,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5,46,6603,0.580266,0.545358
7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6,56,2073,0.56874,0.493005
8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.0-0 0-0,66,1975,0.571645,0.496202
9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Bd6 7.0-0 0-0 8.c4 c6,74,1729,0.568536,0.491613
7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Be7,56,1554,0.581402,0.563063
7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6,56,2392,0.591555,0.564381
8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6 7.0-0 Be7,66,2056,0.591439,0.576848
9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.d4 d5 6.Bd3 Nc6 7.0-0 Be7 8.c4 Nb4,75,1064,0.580827,0.609022
6,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3 Nxc3,49,3308,0.560761,0.510882
7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Nc3 Nxc3 6.dxc3 Be7,60,3027,0.560786,0.507102
6,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2 Qe7,48,2545,0.502161,0.862868
7,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2 Qe7 6.d3 Nf6,57,2346,0.501491,0.860613
8,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2 Qe7 6.d3 Nf6 7.Bg5 Qxe2+,69,1300,0.512692,0.877692
9,1.e4 e5 2.Nf3 Nf6 3.Nxe5 d6 4.Nf3 Nxe4 5.Qe2 Qe7 6.d3 Nf6 7.Bg5 Qxe2+ 8.Bxe2 Be7,80,1136,0.513204,0.867957
5,1.e4 e6 2.d3 d5 3.Nd2 c5 4.Ngf3 Nc6,35,1191,0.513853,0.350965
5,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6,32,9560,0.529131,0.321025
6,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7,42,4263,0.521581,0.336617
7,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Bd7 6.Be2 Nge7,53,1615,0.544891,0.381424
6,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Nc6 5.Nf3 Qb6,42,3701,0.54134,0.294244
5,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6,32,3008,0.51978,0.317486
6,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.Nf3 Bd7,42,1356,0.520648,0.324483
6,1.e4 e6 2.d4 d5 3.e5 c5 4.c3 Qb6 5.Nf3 Nc6,42,1528,0.520287,0.310209
5,1.e4 e6 2.d4 d5 3.exd5 exd5 4.Bd3 Bd6,37,1095,0.497716,0.812785
5,1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Bd6,37,1497,0.520374,0.462257
5,1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Nc6,37,1050,0.481904,0.441904
5,1.e4 e6 2.d4 d5 3.exd5 exd5 4.Nf3 Nf6,37,2160,0.525694,0.604166
5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 b6,33,1543,0.581335,0.302009
5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5,33,12491,0.555079,0.335681
6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5,42,1384,0.560332,0.364884
7,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Ba5 6.b4 cxd4,52,1065,0.564319,0.369953
6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+,44,9224,0.558055,0.327515
7,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7,55,5399,0.561029,0.335247
8,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 0-0,65,1090,0.572018,0.366055
8,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Ne7 7.Qg4 Qc7,65,1149,0.570496,0.293298
7,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qa5,55,1650,0.553333,0.32606
8,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qa5 7.Bd2 Qa4,65,1515,0.552805,0.328052
7,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 c5 5.a3 Bxc3+ 6.bxc3 Qc7,55,1483,0.561362,0.309507
5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7,34,4230,0.550827,0.345153
6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7 5.a3 Bxc3+,45,3304,0.558414,0.342615
7,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Ne7 5.a3 Bxc3+ 6.bxc3 c5,55,2505,0.55469,0.354091
5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.e5 Qd7,34,1025,0.592682,0.301463
5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5,37,2661,0.526681,0.419767
6,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.exd5 exd5 5.Bd3 Nc6,47,1309,0.521008,0.406417
5,1.e4 e6 2.d4 d5 3.Nc3 Bb4 4.Nge2 dxe4,37,1482,0.546558,0.410256
5,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bd7,37,1715,0.57172,0.444897
6,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bd7 5.Nf3 Bc6,47,1581,0.577798,0.459835
7,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Bd7 5.Nf3 Bc6 6.Bd3 Nd7,57,1337,0.576664,0.463724
5,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7,37,2870,0.581881,0.499651
6,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6,48,2312,0.588235,0.5
7,1.e4 e6 2.d4 d5 3.Nc3 dxe4 4.Nxe4 Nd7 5.Nf3 Ngf6 6.Nxf6+ Nxf6,61,1342,0.589046,0.505961
5,1.e4 e6 2.d4 d5 3.Nc3 Nc6 4.Nf3 Nf6,35,1027,0.553067,0.377799
5,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4,35,2960,0.533614,0.355067
6,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6,43,2452,0.533238,0.347063
7,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3,54,1557,0.521515,0.362235
8,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Bb4 5.e5 h6 6.Bd2 Bxc3 7.bxc3 Ne4,65,1555,0.521543,0.361414
5,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7,35,3078,0.564814,0.35575
6,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7,45,2721,0.563395,0.350606
7,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 Be7 5.e5 Nfd7 6.Bxe7 Qxe7,57,1695,0.562831,0.378761
5,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4,36,5145,0.536151,0.453838
6,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Be7,47,3354,0.525044,0.407871
7,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Be7 6.Bxf6 gxf6,59,2021,0.530677,0.39139
6,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.Bg5 dxe4 5.Nxe4 Nbd7,48,1744,0.559059,0.53899
5,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7,35,11009,0.550186,0.362612
6,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5,43,9519,0.550372,0.370627
7,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6,53,8505,0.551793,0.372957
8,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 a6,62,2806,0.561831,0.381682
9,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 a6 8.Qd2 b5,71,1935,0.561757,0.391731
8,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 Be7,63,2002,0.532717,0.34915
9,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 Be7 8.Qd2 0-0,73,1311,0.518306,0.330282
8,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 cxd4,64,2386,0.562028,0.409891
9,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 cxd4 8.Nxd4 Bc5,75,1659,0.553646,0.388788
10,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.f4 c5 6.Nf3 Nc6 7.Be3 cxd4 8.Nxd4 Bc5 9.Qd2 0-0,85,1097,0.536463,0.354603
6,1.e4 e6 2.d4 d5 3.Nc3 Nf6 4.e5 Nfd7 5.Nce2 c5,45,1124,0.559163,0.310498
5,1.e4 e6 2.d4 d5 3.Nd2 a6 4.Ngf3 c5,34,1293,0.547177,0.489559
5,1.e4 e6 2.d4 d5 3.Nd2 Be7 4.Bd3 c5,34,1330,0.525187,0.411278
